 
sim,model,logl,dev,devdf,aic,aicc,chi2,singular,psi,std.err,p1,std.err,p2,std.err,p3,std.err
1,Psi_p(.),342.70,0.00,0.00,346.70,0.00,0.00,0,0.600000,0.062400,0.500000,0.049300,0.500000,0.049300,0.500000,0.049300
