0,0,0,19,18,0,8,6,2,4,16,8,7,7,19,2,5,8
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,187,162,111,181,77
0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,2,3,8,0,0,2,2,0,5,1,0,10,4,4,2,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,7,5,0,2,2,6,4,0,2,4,7,7,4,0,6,0,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,4,9,4,4,3,6,6,0,0,2,7,2,0,6,2,2
6,3,0,1,0,4,0,2,13,6,0,0,0,4,3,4,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,6,15,11,10,7,3,2,11,12,4,17,5,16,13,7,4
0,6,2,4,2,2,11,6,11,2,20,7,4,11,2,7,0,0
0,0,2,3,2,2,9,3,6,0,10,4,1,5,2,19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
